uf,tipo_area,sexo,idade,cor,pessoas_dom,freq_esc,nivel_instrucao,ocup_forca,trab_procurou,motivo_ntrab,serv_pub,ocup_cond,ocup_desc,ocup_cod,ocup_grupo,ocup_pos,ocup_pos2,carteira,ativ_cod,ativ_grupo,prev,ocup_horas,rendimento,rendimento_total
31,4,feminino,16,4,2,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
51,4,feminino,58,2,4,2.0,fundamental,2.0,2.0,3.0,,,,,,,,,,,,,,
12,4,feminino,18,4,3,1.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
52,3,masculino,27,1,3,2.0,superior,1.0,,,,1.0,forças_armadas,210.0,10.0,3.0,7.0,,84014.0,8.0,1.0,3.0,1500.0,1500.0
32,1,masculino,2,1,4,,,,,,,,,,,,,,,,,,,
21,4,feminino,22,4,4,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
21,4,masculino,6,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
29,1,masculino,9,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
23,1,masculino,30,4,3,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
41,4,masculino,14,4,6,1.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
27,1,feminino,59,4,4,2.0,fundamental,2.0,2.0,4.0,,,,,,,,,,,,,,
53,1,masculino,29,4,4,2.0,superior_inc,1.0,,,,1.0,tec_eng_telecomunic,3522.0,3.0,1.0,1.0,1.0,48050.0,4.0,1.0,3.0,2000.0,2000.0
31,4,masculino,16,1,4,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
25,4,feminino,26,4,1,1.0,superior_inc,1.0,,,,1.0,escriturario_geral,4110.0,4.0,1.0,1.0,1.0,48050.0,4.0,1.0,3.0,1000.0,1000.0
33,2,feminino,17,4,2,1.0,fundamental,1.0,1.0,,,2.0,,,,,,,,,,,,
31,4,feminino,18,4,2,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,1.0,1.0,48079.0,4.0,1.0,4.0,937.0,937.0
33,1,feminino,67,1,3,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,,
41,4,masculino,16,1,3,1.0,medio_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,6.0,10.0,,1201.0,1.0,2.0,1.0,,
53,1,feminino,11,1,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
24,4,feminino,43,4,4,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
21,2,masculino,11,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
43,4,masculino,22,1,3,2.0,fundamental_inc,1.0,,,,1.0,outros_trab_element_ind_transf,9329.0,9.0,1.0,1.0,1.0,12000.0,2.0,1.0,3.0,1000.0,1000.0
35,1,masculino,26,1,4,2.0,medio,1.0,,,,1.0,vend_quiosque,5211.0,5.0,4.0,8.0,,48100.0,4.0,1.0,3.0,5000.0,5000.0
12,4,masculino,32,4,3,2.0,sem_instrucao,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,,1201.0,1.0,2.0,3.0,500.0,500.0
26,2,masculino,27,4,4,1.0,superior_inc,1.0,,,,1.0,trab_element_constr_edif,9313.0,9.0,1.0,1.0,1.0,48071.0,4.0,1.0,3.0,2000.0,2000.0
21,4,feminino,28,4,9,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
31,1,masculino,9,2,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
17,4,feminino,53,4,1,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1109.0,1.0,2.0,1.0,200.0,450.0
15,4,masculino,36,4,5,2.0,superior_inc,1.0,,,,1.0,bombeiro_militar_oficial,511.0,10.0,3.0,7.0,,84016.0,8.0,1.0,3.0,12000.0,12000.0
13,2,masculino,46,2,4,2.0,medio,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1110.0,1.0,2.0,4.0,300.0,300.0
53,1,feminino,50,4,3,2.0,fundamental_inc,1.0,,,,1.0,ajud_cozinha,9412.0,9.0,1.0,1.0,1.0,78000.0,7.0,1.0,3.0,1000.0,1000.0
27,2,feminino,41,4,4,2.0,superior,1.0,,,,1.0,prof_ensino_medio,2330.0,2.0,1.0,1.0,1.0,85013.0,9.0,1.0,3.0,940.0,940.0
31,1,masculino,56,1,4,2.0,medio,1.0,,,1.0,1.0,escriturario_geral,4110.0,4.0,3.0,7.0,,84016.0,8.0,1.0,3.0,4000.0,4000.0
33,4,masculino,10,4,6,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
31,1,feminino,59,1,2,2.0,medio,1.0,,,,1.0,vend_domiciliar,5243.0,5.0,5.0,9.0,,48042.0,4.0,1.0,5.0,1000.0,1400.0
51,2,masculino,18,4,11,2.0,medio_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
42,4,masculino,46,4,4,2.0,fundamental_inc,1.0,,,,1.0,pedreiros,7112.0,7.0,5.0,9.0,,41000.0,3.0,2.0,3.0,2500.0,2500.0
43,4,masculino,84,1,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
43,2,feminino,67,1,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
29,4,masculino,32,4,2,2.0,fundamental_inc,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,1.0,2.0,2.0,1108.0,1.0,2.0,2.0,150.0,150.0
28,4,feminino,30,4,3,1.0,superior_inc,1.0,,,,1.0,escriturario_geral,4110.0,4.0,1.0,1.0,1.0,48030.0,4.0,1.0,3.0,937.0,937.0
52,4,masculino,47,1,4,2.0,fundamental_inc,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,1.0,1.0,1.0,19030.0,2.0,1.0,4.0,2000.0,2000.0
24,1,feminino,2,4,6,,,,,,,,,,,,,,,,,,,
41,4,feminino,68,1,1,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,,
35,1,feminino,3,1,9,,,,,,,,,,,,,,,,,,,
29,4,masculino,16,1,4,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
41,4,masculino,53,1,5,2.0,fundamental_inc,1.0,,,,1.0,outros_trab_element_ind_transf,9329.0,9.0,1.0,1.0,1.0,23091.0,2.0,1.0,3.0,1200.0,1200.0
41,2,feminino,78,4,1,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
42,4,feminino,0,1,3,,,,,,,,,,,,,,,,,,,
33,2,masculino,35,2,1,2.0,fundamental_inc,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,1.0,2.0,2.0,48030.0,4.0,2.0,3.0,1200.0,1200.0
32,1,masculino,36,1,1,2.0,superior,1.0,,,1.0,1.0,guarda_presidio,5413.0,5.0,3.0,7.0,,84016.0,8.0,1.0,5.0,3000.0,4000.0
23,4,masculino,10,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
11,4,masculino,32,1,3,2.0,superior,1.0,,,,1.0,profis_nivmedio_direito,3411.0,3.0,1.0,2.0,2.0,84016.0,8.0,1.0,3.0,4000.0,4000.0
21,4,masculino,20,2,5,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,,
26,2,feminino,53,1,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
22,1,masculino,57,4,1,2.0,medio,1.0,,,,1.0,tecnico_eletronica,3114.0,3.0,5.0,9.0,,95030.0,10.0,1.0,5.0,800.0,800.0
27,4,feminino,33,1,4,2.0,fundamental_inc,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,2.0,97000.0,11.0,2.0,3.0,500.0,500.0
21,4,masculino,9,1,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
35,4,masculino,14,1,4,1.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
24,2,feminino,4,1,5,,,,,,,,,,,,,,,,,,,
27,2,masculino,27,4,5,2.0,medio,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,1.0,1.0,79000.0,7.0,1.0,3.0,937.0,937.0
32,4,feminino,11,1,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
31,3,masculino,23,1,4,1.0,superior_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
35,4,masculino,43,1,3,2.0,superior,1.0,,,,1.0,agen_compra,3323.0,3.0,1.0,1.0,1.0,10092.0,2.0,1.0,3.0,7000.0,7000.0
23,4,masculino,21,4,5,2.0,fundamental_inc,1.0,,,,1.0,pescador,6225.0,6.0,5.0,9.0,,3001.0,1.0,2.0,1.0,600.0,0.0
32,4,feminino,22,1,9,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
29,4,masculino,1,1,6,,,,,,,,,,,,,,,,,,,
43,4,feminino,2,4,3,,,,,,,,,,,,,,,,,,,
28,1,masculino,18,1,4,1.0,medio,2.0,2.0,2.0,,,,,,,,,,,,,,
51,4,feminino,50,1,2,1.0,sem_instrucao,2.0,2.0,1.0,,,,,,,,,,,,,,
43,1,feminino,51,1,3,2.0,medio,1.0,,,,1.0,cuid_crianca,5311.0,5.0,2.0,3.0,1.0,97000.0,11.0,1.0,5.0,2000.0,3500.0
21,4,feminino,12,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
41,4,feminino,43,1,4,2.0,superior,1.0,,,,1.0,diret_geren,1120.0,1.0,4.0,8.0,,70000.0,7.0,1.0,3.0,7000.0,7000.0
50,4,feminino,5,1,9,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
42,4,feminino,84,1,1,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
50,4,masculino,39,4,3,2.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,1.0,2.0,2.0,1205.0,1.0,2.0,5.0,1000.0,1000.0
43,4,masculino,3,1,3,,,,,,,,,,,,,,,,,,,
21,4,masculino,41,4,3,2.0,fundamental_inc,1.0,,,,1.0,pedreiros,7112.0,7.0,4.0,8.0,,41000.0,3.0,2.0,3.0,2000.0,2000.0
13,4,feminino,39,4,5,2.0,superior,1.0,,,1.0,1.0,prof_ensino_medio,2330.0,2.0,3.0,7.0,,85013.0,9.0,1.0,3.0,4000.0,4000.0
33,1,feminino,38,2,4,2.0,medio,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,1.0,1.0,81011.0,7.0,1.0,3.0,1000.0,1000.0
33,2,masculino,67,4,2,2.0,medio,2.0,2.0,4.0,,,,,,,,,,,,,,
41,4,masculino,58,1,4,2.0,superior,1.0,,,,1.0,veterinario,2250.0,2.0,1.0,2.0,2.0,75000.0,7.0,1.0,5.0,6000.0,6000.0
35,1,masculino,14,1,4,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,,
26,4,masculino,5,4,6,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
41,1,masculino,59,1,2,2.0,medio,1.0,,,,1.0,inst_autoesc,5165.0,5.0,1.0,1.0,1.0,85029.0,9.0,1.0,5.0,2500.0,2500.0
51,4,feminino,24,1,4,1.0,medio,1.0,,,,1.0,caixa_exped_bilhete,5230.0,5.0,1.0,1.0,1.0,48080.0,4.0,1.0,4.0,937.0,937.0
41,1,feminino,39,1,4,2.0,superior_inc,2.0,1.0,3.0,,,,,,,,,,,,,,
15,4,feminino,1,4,8,,,,,,,,,,,,,,,,,,,
23,4,masculino,55,4,2,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,1.0,2.0,2.0,1109.0,1.0,2.0,2.0,500.0,500.0
33,4,masculino,22,2,6,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
33,2,masculino,65,2,1,2.0,fundamental_inc,1.0,,,,1.0,classif_residuo,9612.0,9.0,5.0,9.0,,38000.0,2.0,2.0,2.0,150.0,150.0
31,4,masculino,47,2,5,2.0,fundamental_inc,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,1.0,2.0,2.0,1113.0,1.0,2.0,2.0,600.0,0.0
35,1,feminino,5,1,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
35,4,feminino,7,1,5,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
42,4,masculino,46,1,3,2.0,fundamental_inc,1.0,,,,1.0,op_maq_movim_terra,8342.0,8.0,1.0,1.0,1.0,41000.0,3.0,1.0,3.0,1400.0,1400.0
22,4,feminino,25,4,5,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
50,4,masculino,46,1,3,2.0,fundamental_inc,1.0,,,,1.0,trab_element_pecuaria,9212.0,9.0,1.0,2.0,2.0,1201.0,1.0,2.0,4.0,800.0,800.0
17,4,masculino,19,2,4,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
12,1,feminino,21,4,5,1.0,superior_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
42,4,masculino,27,1,4,2.0,sem_instrucao,1.0,,,,1.0,op_maq_fab_prod_borracha,8141.0,8.0,1.0,1.0,1.0,45020.0,4.0,1.0,3.0,1300.0,1300.0
21,4,feminino,79,4,4,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
32,4,masculino,12,1,3,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
41,4,feminino,31,4,4,2.0,medio,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,1.0,2.0,2.0,1108.0,1.0,2.0,2.0,600.0,300.0
33,2,feminino,73,2,1,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
17,4,feminino,29,4,3,2.0,medio_inc,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,2.0,97000.0,11.0,2.0,2.0,600.0,600.0
15,4,masculino,65,2,4,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
12,4,feminino,52,4,11,2.0,sem_instrucao,2.0,2.0,1.0,,,,,,,,,,,,,,
31,4,masculino,15,4,5,1.0,medio_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
33,4,masculino,14,4,3,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
35,4,feminino,34,1,4,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
35,4,feminino,21,1,3,1.0,superior_inc,1.0,,,,1.0,escriturario_geral,4110.0,4.0,1.0,2.0,2.0,66002.0,7.0,2.0,3.0,1500.0,1500.0
16,1,feminino,29,4,5,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
11,1,feminino,40,1,2,2.0,superior,1.0,,,,1.0,minist_cultos_missionario,2636.0,2.0,1.0,2.0,2.0,94091.0,10.0,1.0,3.0,1200.0,1200.0
15,4,masculino,9,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
31,4,feminino,15,4,5,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
35,4,masculino,64,1,4,2.0,superior,1.0,,,2.0,1.0,prof_ensino_medio,2330.0,2.0,3.0,5.0,1.0,85013.0,9.0,1.0,3.0,5000.0,5000.0
27,4,masculino,19,4,6,2.0,fundamental_inc,1.0,2.0,,,2.0,,,,,,,,,,,,
21,1,feminino,51,1,3,2.0,medio_inc,1.0,,,,1.0,vend_domiciliar,5243.0,5.0,5.0,9.0,,48100.0,4.0,2.0,3.0,1000.0,1000.0
13,4,feminino,14,4,6,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
43,1,feminino,16,2,3,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
23,4,masculino,57,1,1,2.0,sem_instrucao,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1109.0,1.0,2.0,3.0,180.0,180.0
51,4,feminino,57,4,2,2.0,sem_instrucao,1.0,,,,1.0,cuid_crianca,5311.0,5.0,2.0,4.0,2.0,97000.0,11.0,2.0,2.0,250.0,250.0
21,4,masculino,26,4,5,2.0,superior,1.0,,,,1.0,farmaceutico,2262.0,2.0,5.0,9.0,,48071.0,4.0,2.0,5.0,15000.0,15000.0
35,4,masculino,56,1,3,2.0,superior,1.0,,,,1.0,analista_gestao_adm,2421.0,2.0,4.0,8.0,,23099.0,2.0,1.0,5.0,12000.0,12000.0
31,4,feminino,86,1,3,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
42,4,feminino,21,4,3,2.0,medio_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
27,4,feminino,0,4,4,,,,,,,,,,,,,,,,,,,
17,4,feminino,43,4,2,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
25,4,feminino,6,4,4,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
33,2,masculino,23,1,1,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
12,4,feminino,2,1,4,,,,,,,,,,,,,,,,,,,
22,3,feminino,89,4,5,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
15,4,feminino,8,4,8,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
41,4,feminino,25,4,4,2.0,medio_inc,1.0,,,,1.0,caixa_exped_bilhete,5230.0,5.0,1.0,1.0,1.0,48060.0,4.0,1.0,3.0,1500.0,1500.0
21,2,feminino,42,4,7,2.0,sem_instrucao,1.0,,,,1.0,comerciante_loja,5221.0,5.0,5.0,9.0,,48030.0,4.0,2.0,5.0,1000.0,1000.0
33,2,feminino,21,1,4,1.0,superior_inc,1.0,,,2.0,1.0,profis_nivmedio_enferm,3221.0,3.0,3.0,5.0,1.0,86001.0,9.0,1.0,4.0,1500.0,1500.0
27,1,masculino,19,4,5,2.0,medio,2.0,2.0,2.0,,,,,,,,,,,,,,
27,4,feminino,56,1,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
43,1,masculino,68,1,2,2.0,superior,1.0,,,,1.0,constr_casa,7111.0,7.0,5.0,9.0,,41000.0,3.0,2.0,3.0,10000.0,0.0
22,4,feminino,52,4,5,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
41,1,feminino,74,1,2,2.0,medio,2.0,2.0,4.0,,,,,,,,,,,,,,
24,4,feminino,4,4,3,,,,,,,,,,,,,,,,,,,
21,4,masculino,16,4,3,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,,
41,4,masculino,17,4,5,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
51,1,feminino,34,4,5,2.0,fundamental_inc,1.0,,,,1.0,trab_element_pecuaria,9212.0,9.0,6.0,10.0,,56011.0,6.0,2.0,5.0,,
33,4,masculino,51,4,3,2.0,fundamental_inc,2.0,2.0,5.0,,,,,,,,,,,,,,
31,3,feminino,34,1,3,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
29,1,feminino,46,4,3,2.0,fundamental_inc,1.0,,,,1.0,cuid_pessoais_domic,5322.0,5.0,2.0,3.0,1.0,97000.0,11.0,1.0,5.0,937.0,937.0
51,4,feminino,45,4,4,1.0,superior_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
25,4,feminino,69,4,1,2.0,sem_instrucao,2.0,2.0,6.0,,,,,,,,,,,,,,
15,4,feminino,71,1,4,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
35,1,feminino,32,4,6,1.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
31,4,feminino,24,4,4,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
51,4,masculino,35,4,4,2.0,fundamental_inc,1.0,,,,1.0,trab_transp,4323.0,4.0,1.0,2.0,2.0,49040.0,5.0,1.0,5.0,3000.0,2500.0
12,4,masculino,61,1,4,2.0,sem_instrucao,2.0,2.0,4.0,,,,,,,,,,,,,,
13,1,masculino,30,1,7,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
42,4,feminino,65,1,3,2.0,fundamental_inc,1.0,,,,1.0,op_maq_costura,8153.0,8.0,1.0,2.0,2.0,14001.0,2.0,1.0,3.0,1000.0,1000.0
33,4,masculino,59,1,3,2.0,fundamental_inc,1.0,,,,1.0,pedreiros,7112.0,7.0,5.0,9.0,,41000.0,3.0,2.0,3.0,1400.0,1400.0
26,2,masculino,22,4,4,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
51,4,masculino,54,1,2,2.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,,1201.0,1.0,1.0,3.0,1200.0,1200.0
52,4,masculino,64,1,3,2.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,,1108.0,1.0,2.0,5.0,937.0,937.0
42,4,feminino,15,1,4,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
28,4,masculino,0,4,5,,,,,,,,,,,,,,,,,,,
52,2,masculino,10,1,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
32,4,feminino,30,1,4,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,,
33,2,feminino,45,4,9,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
33,4,feminino,3,4,4,,,,,,,,,,,,,,,,,,,
31,4,feminino,46,2,3,2.0,fundamental_inc,1.0,,,,1.0,ajud_cozinha,9412.0,9.0,1.0,1.0,1.0,56011.0,6.0,1.0,4.0,1100.0,1100.0
17,4,feminino,59,4,4,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
31,4,feminino,77,4,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
17,4,feminino,13,4,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
22,4,masculino,19,2,3,1.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
31,2,feminino,21,4,3,2.0,medio,1.0,,,,1.0,balc_vend_loja,5223.0,5.0,1.0,1.0,1.0,48071.0,4.0,1.0,3.0,937.0,1200.0
23,4,masculino,56,4,2,2.0,fundamental_inc,2.0,2.0,4.0,,,,,,,,,,,,,,
33,2,feminino,24,4,3,1.0,fundamental,2.0,2.0,2.0,,,,,,,,,,,,,,
42,4,feminino,27,1,2,2.0,fundamental_inc,1.0,,,,1.0,op_maq_alim,8160.0,8.0,1.0,1.0,1.0,10010.0,2.0,1.0,5.0,1300.0,1300.0
23,1,masculino,32,1,9,2.0,medio,2.0,2.0,6.0,,,,,,,,,,,,,,
13,4,feminino,24,4,3,2.0,medio,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,6.0,10.0,,1108.0,1.0,2.0,4.0,,
52,1,feminino,4,1,5,,,,,,,,,,,,,,,,,,,
32,2,masculino,20,1,6,2.0,medio,1.0,1.0,,,2.0,,,,,,,,,,,,
50,4,masculino,20,4,3,2.0,fundamental_inc,1.0,,,,1.0,trab_element_constr_edif,9313.0,9.0,1.0,2.0,2.0,41000.0,3.0,2.0,3.0,800.0,800.0
12,4,feminino,4,4,10,,,,,,,,,,,,,,,,,,,
29,4,feminino,26,4,6,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
27,4,masculino,22,4,2,2.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
43,2,masculino,25,4,3,2.0,fundamental_inc,1.0,,,,1.0,trab_element_constr_edif,9313.0,9.0,5.0,9.0,,41000.0,3.0,2.0,2.0,800.0,650.0
13,4,masculino,25,1,3,2.0,fundamental_inc,1.0,,,,1.0,mecanico,7231.0,7.0,1.0,2.0,2.0,45020.0,4.0,2.0,2.0,937.0,937.0
35,1,masculino,52,4,4,2.0,sem_instrucao,1.0,1.0,,,2.0,,,,,,,,,,,,
31,4,masculino,26,4,2,2.0,fundamental,1.0,,,,1.0,trab_element_agricult,9211.0,9.0,1.0,2.0,2.0,1113.0,1.0,2.0,3.0,1000.0,1000.0
51,4,feminino,23,4,4,2.0,fundamental,2.0,2.0,1.0,,,,,,,,,,,,,,
23,4,masculino,9,1,4,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
42,4,feminino,27,1,3,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1119.0,1.0,1.0,5.0,950.0,950.0
41,4,masculino,60,4,6,2.0,fundamental_inc,1.0,,,,1.0,artesao_pedra_mad_vime,7317.0,7.0,5.0,9.0,,16002.0,2.0,2.0,3.0,150.0,150.0
33,2,feminino,57,4,3,2.0,medio,1.0,,,,1.0,trab_serv_domest,9111.0,9.0,2.0,4.0,2.0,97000.0,11.0,1.0,3.0,1200.0,1200.0
29,4,feminino,19,2,2,1.0,medio_inc,1.0,,,,1.0,pescador,6225.0,6.0,5.0,9.0,,3001.0,1.0,2.0,2.0,200.0,200.0
41,4,feminino,49,1,4,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
32,4,feminino,12,4,5,1.0,fundamental_inc,,,,,,,,,,,,,,,,,
14,4,feminino,17,4,4,1.0,fundamental_inc,2.0,2.0,6.0,,,,,,,,,,,,,,
21,4,masculino,8,4,7,1.0,sem_instrucao,,,,,,,,,,,,,,,,,
16,1,feminino,2,2,7,,,,,,,,,,,,,,,,,,,
15,4,masculino,36,4,5,2.0,fundamental_inc,1.0,,,,1.0,agricultor,6111.0,6.0,5.0,9.0,,1108.0,1.0,2.0,4.0,600.0,600.0
43,4,masculino,34,1,4,2.0,fundamental,1.0,,,,1.0,cond_caminhão_pesado,8332.0,8.0,5.0,9.0,,49040.0,5.0,1.0,3.0,2000.0,2000.0
31,4,masculino,43,1,5,2.0,fundamental_inc,1.0,,,,1.0,guarda_seg,5414.0,5.0,1.0,1.0,1.0,80000.0,7.0,1.0,3.0,2800.0,2800.0
42,4,masculino,20,4,2,2.0,medio,1.0,,,,1.0,trab_element_constr_edif,9313.0,9.0,5.0,9.0,,43000.0,3.0,2.0,2.0,250.0,250.0
43,4,masculino,22,2,10,2.0,fundamental_inc,1.0,1.0,,,2.0,,,,,,,,,,,,
43,4,masculino,58,1,2,2.0,fundamental_inc,2.0,2.0,3.0,,,,,,,,,,,,,,
23,1,feminino,14,4,5,1.0,fundamental_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
28,4,feminino,34,4,3,2.0,medio,2.0,2.0,1.0,,,,,,,,,,,,,,
33,1,masculino,47,1,4,2.0,medio,1.0,,,,1.0,garcom,5131.0,5.0,1.0,1.0,1.0,56011.0,6.0,1.0,5.0,2000.0,2000.0
51,4,masculino,60,1,2,2.0,fundamental_inc,1.0,,,,1.0,criador_gado,6121.0,6.0,5.0,9.0,,1201.0,1.0,1.0,3.0,3000.0,3000.0
33,2,feminino,35,1,3,2.0,superior,1.0,,,1.0,1.0,prof_ensino_medio,2330.0,2.0,3.0,7.0,,85013.0,9.0,1.0,2.0,4000.0,7000.0
26,4,feminino,16,1,5,1.0,medio_inc,2.0,2.0,2.0,,,,,,,,,,,,,,
23,4,masculino,54,2,5,2.0,sem_instrucao,2.0,2.0,5.0,,,,,,,,,,,,,,
25,4,feminino,50,1,2,2.0,fundamental_inc,1.0,,,,1.0,trab_limp_interior_edif_esc_hotel,9112.0,9.0,1.0,1.0,1.0,55000.0,6.0,1.0,3.0,937.0,937.0
35,4,feminino,72,1,2,2.0,fundamental_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
23,4,feminino,17,4,5,2.0,medio_inc,2.0,2.0,1.0,,,,,,,,,,,,,,
51,1,feminino,32,4,2,1.0,superior_inc,1.0,,,,1.0,profis_nivmedio_direito,3411.0,3.0,1.0,2.0,2.0,69000.0,7.0,2.0,2.0,1100.0,1100.0
